Word,IPA,Expected,Actual,Result
telomere,tɛˈlʌmiɹ,テロミア,テラミー,FAIL
trounced,tɹawˈnst,トゥラウンスト,トラーンスト,FAIL
boughs,bawˈz,バウズ,バーズ,FAIL
potemkin,pʌtɛˈmkɪn,ポチョムキン,パッテムキン,FAIL
navigation,næˈvʌgejˈʃʌn,ナヴィゲイション,ナヴァゲイシャン,FAIL
swinge,swinge,スインジ,スウィンゲ,FAIL
polish,pɑˈlɪʃ,ポリッシュ,ポリッシュ,PASS
stairing,stairing,ステアリング,スタイリング,FAIL
interpret,ɪntɚˈpɹʌt,インタプリット,インタープラット,FAIL
oasys,oasys,オアシス,oアスイス,FAIL
gagarin,gʌgæˈɹʌn,ガガーリン,ガギャラン,FAIL
catalytic,kæˌtʌlɪˈtɪk,キャタリティック,キャッタリッティック,FAIL
jumbo,ʤʌˈmbow,ジャンボ,ジャンボー,FAIL
roth,ɹɔˈθ,ロス,ロス,PASS
jejune,jejune,ジジューン,イエイウネ,FAIL
labo,lɑˈbow,ラボ,ロボー,FAIL
purest,pjʊˈɹʌst,ピュアレスト,ピュラスト,FAIL
blacken,blæˈkʌn,ブラックン,ブラッカン,FAIL
orlando,ɔɹlæˈndow,オーランドウ,オルランドー,FAIL
artist's,ɑˈɹtʌst'ɛˈs,アーティストゥズ,アルタストエス,FAIL
bayou,bajˈu,バイウー,バイウ,FAIL
butt,bʌˈt,バット,バット,PASS
tbaby,tbaby,ティーベイビー,トバブイ,FAIL
colonizing,colonizing,コロナイジング,oロニジング,FAIL
caterpillar,kæˈtʌpɪˌlɚ,キャタピラー,キャッタッピラー,FAIL
revisionist,ɹivɪˈʒʌnɪst,リビジョニスト,リヴィジャニスト,FAIL
divisible,dɪvɪˈzʌbʌl,ディビジブル,ディヴィザバル,FAIL
albert,æˈlbɚt,アルバート,アルバート,PASS
petulancy,petulancy,ペチュランシー,ペットゥランイ,FAIL
rose,ɹowˈz,ロウズ,ローズ,FAIL
fossilize,fɑˈsʌlajˌz,フォシライヅ,フォサライズ,FAIL
intervention,ɪˌntɚvɛˈnʧʌn,インタベンション,インターヴェンチャン,FAIL
oppenheimer,ɑˈpʌnhajˌmɚ,オッペンハイマー,アッパンハイマー,FAIL
carbon,kɑˈɹbʌn,カーボン,コーバン,FAIL
balmy,bɑˈmi,バーミー,バミー,FAIL
degraced,degraced,ディグレイスト,デグラエッド,FAIL
procession,pɹʌsɛˈʃʌn,プロセッション,プラセッシャン,FAIL
bass,bæˈs,バス,バス,PASS
marseille,mɑɹsajˈl,マーセイ,マーサイル,FAIL
toot,tuˈt,トゥート,トゥット,FAIL
posh,pɑˈʃ,ポッシュ,ポッシュ,PASS
varies,vɛˈɹiz,ベアリーズ,ヴェリズ,FAIL
mender,mender,メンダー,メンデ,FAIL
ifstream,ifstream,アイエフストゥリーム,イフストレアム,FAIL
organism,ɔˈɹgʌnɪˌzʌm,オーガニズム,オルガニザム,FAIL
tetralogy,tetralogy,テトゥラロジー,テットラログイ,FAIL
pulpy,pulpy,パルピイ,プルプイ,FAIL
dali,dɑˈli,ダリ,ダリー,FAIL
anatomist,ʌnæˈtʌmʌst,アナトミスト,アナッタマスト,FAIL
mentoring,mɛˈntɚɪŋ,メントーリング,メンターイング,FAIL
psoriatic,psoriatic,ソリアティック,プソリアッティ,FAIL
broad,bɹɔˈd,ブロウド,ブロッド,FAIL
escondido,ɛˌskɑndiˈdow,エスコンディードウ,エスコンディッドー,FAIL
implosive,implosive,インプロウシブ,インプロシヴェ,FAIL
candlestick,kæˈndʌlstɪˌk,キャンドゥルスティック,キャンダルスティック,FAIL
friendship,fɹɛˈndʃɪp,フレンドゥシップ,フレンドシップ,FAIL
secularise,secularise,セキュラライズ,セウラリセ,FAIL
oura,oura,オウラ,oウラ,FAIL
senses,sɛˈnsɪz,センシズ,センシズ,PASS
personalizes,pɚˈsʌnʌlajˌzɪz,パーソナライジズ,パーサナライジズ,FAIL
accenting,æˈksɛntɪŋ,アクセンティング,アックセンティング,FAIL
decked,dɛˈkt,デックト,デックト,PASS
discord,dɪˈskɔɹd,ディスコード,ディスコード,PASS
pact,pæˈkt,パクト,パックト,FAIL
absentated,absentated,アブセンテイティド,アブセンタッテッド,FAIL
corpuscular,corpuscular,コーパスキュラー,oプスウラ,FAIL
gynecology,gajˌnʌkɑˈlʌʤi,ジニコロジー,ガイナッコラッジー,FAIL
cortege,kɔɹtɛˈʒ,コーテイジ,コーテジュ,FAIL
imbibe,ɪmbajˈb,インバイブ,インバイブ,PASS
kay,kejˈ,ケイ,ケイ,PASS
proctological,proctological,プロクトロジカル,プロトロギアル,FAIL
septuplets,septuplets,セプチュプレッツ,セップトゥップレツ,FAIL
encircled,ɪnsɚˈkʌld,エンサークルド,インサーカルド,FAIL
excludes,ɪkskluˈdz,エクスクルーズ,イックスクルズ,FAIL
stubbly,stubbly,スタブリイ,ストゥブブルイ,FAIL
triphosphate,triphosphate,トゥリフォスフェイト,トリップホスプハッテ,FAIL
spatted,spatted,スパッティド,スパットテッド,FAIL
saturate,sæˈʧɚejˌt,サチュレイト,サッチャーエイト,FAIL
cheat,ʧiˈt,チート,チット,FAIL
rumpled,ɹʌˈmpʌld,ランプルド,ランパルド,FAIL
behari,behari,ビハリ,ベハリー,FAIL
haystack,hejˈstæˌk,ヘイスタック,ヘイスタック,PASS
congestive,kʌnʤɛˈstɪv,コンジェスティブ,コンジェスティブ,PASS
thigh,θajˈ,サイ,サイ,PASS
insb,insb,インスビー,インスブ,FAIL
intensification,ɪntɛˌnsʌfʌkejˈʃʌn,インテンシフィケイション,インテンサファッケイシャン,FAIL
coniferous,kʌnɪˈfɚʌs,コニフェラス,コニファーアス,FAIL
fluent,fluˈʌnt,フルーエント,フルアント,FAIL
dozed,dowˈzd,ドウズド,ドーズド,FAIL
penang,pɛˈnæŋ,ペナン,ペナング,FAIL
denies,dɪnajˈz,ディナイズ,ディナイズ,PASS
whitish,wajˈtɪʃ,ホワイティッシュ,ワイティッシュ,FAIL
behcet,behcet,バーシェト,ベフエット,FAIL
amnio,æˈmniow,アムニオウ,アムニオー,FAIL
soften,sɑˈfʌn,ソフン,ソファン,FAIL
beechen,beechen,ビーチン,ベエヘン,FAIL
dispute,dɪspjuˈt,ディスピュート,ディスピュット,FAIL
abacus,æˈbʌkʌs,アバカス,アバッカス,FAIL
ornis,ornis,オーニス,oニス,FAIL
capkey,capkey,キャップキー,アップケイ,FAIL
littered,lɪˈtɚd,リタード,リッタード,FAIL
soruces,soruces,ソウラシーズ,ソルエス,FAIL
mutt,mʌˈt,マット,マット,PASS
gravis,gravis,グラビス,グラヴィス,FAIL
sacristy,sacristy,サクリスティー,サリストイ,FAIL
gabby,gæˈbi,ギャビイ,ギャビー,FAIL
yegor,jejˈgɚ,エゴル,イエイガー,FAIL
amedia,amedia,アメディア,アメッディア,FAIL
amputee,æˈmpjʌtiˈ,アンピュティイ,アンピャッティー,FAIL
oxytocin,ɑˌksʌtowˈsʌn,オキシトシン,アックサットーサン,FAIL
eric,ɛˈɹɪk,エリック,エリック,PASS
reprinted,ɹipɹɪˈntɪd,リプリンティド,リップリンティッド,FAIL
enemy,ɛˈnʌmi,エネミー,エナミー,FAIL
spirted,spirted,スパーティド,スピテッド,FAIL
chile,ʧɪˈli,チリ,チリー,FAIL
motivate,mowˈtʌvejˌt,モティベイト,モータヴェイト,FAIL
carey,kɛˈɹi,ケアリイ,ケリー,FAIL
energetic,ɛˌnɚʤɛˈtɪk,エナジェティク,エナージェッティック,FAIL
colored,kʌˈlɚd,カラード,カラード,PASS
rationalization,ɹæˌʃʌnʌlɪzejˈʃʌn,ラショナリゼイション,ラッシャナリゼイシャン,FAIL
isle,ajˈl,アイル,アイル,PASS
rpoint,rpoint,アールポイント,ポイント,FAIL
discern,dɪsɚˈn,ディサーン,ディサーン,PASS
dossier,dɔˌsjejˈ,ドシエイ,ドシェイ,FAIL
zippel,zippel,ジッペル,ジップペル,FAIL
conductance,conductance,コンダクタンス,oンドゥタンエ,FAIL
marshes,mɑˈɹʃʌz,マーシズ,マーシャズ,FAIL
expressing,ɪkspɹɛˈsɪŋ,エクスプレッシング,イックスプレシング,FAIL
waffle,wɑˈfʌl,ワッフル,ワファル,FAIL
sordino,sordino,ソルディーノ,ソディノ,FAIL
kafkaesque,kɑˈfkʌɛˈsk,カフカエスク,カフカエスク,PASS
minolta,mɪnɑˈltʌˌ,ミノルタ,ミノルタ,PASS
pioneer,pajˌʌnɪˈɹ,パイオニアー,パイアニー,FAIL
tobias,tʌbajˈʌs,トバイアス,タバイアス,FAIL
piedmont,piˈdmɑˌnt,ピードゥモント,ピッドモント,FAIL
daintiness,daintiness,デインティネス,ダインティネスス,FAIL
syllogise,syllogise,シロガイズ,スイルロギセ,FAIL
sultan,sʌˈltʌn,サルタン,サルタン,PASS
agadir,agadir,アガディール,アガッディ,FAIL
fabricates,fæˈbɹɪkejˌts,ファブリケイツ,ファブリッケイツ,FAIL
tempestuous,tɛˌmpɛˈsʧuʌs,テンペスチュアス,テンペスチュアス,PASS
dogg,dogg,ドッグ,ドググ,FAIL
singapore,sɪˈŋʌpɔˌɹ,シンガポア,シンガッポー,FAIL
siesta,siesta,シエスタ,シエスタ,PASS
bracketing,bracketing,ブラケティング,ブラケッティング,FAIL
filch,fɪˈlʧ,フィルチ,フィルチ,PASS
descried,descried,ディスクライド,デスリエッド,FAIL
rodgers,ɹɑˈʤɚz,ロッジャース,ロッジャーズ,FAIL
ottumwa,ottumwa,オッタムワ,oットトゥムワ,FAIL
dress,dɹɛˈs,ドゥレス,ドレス,FAIL
commentate,commentate,コメンテイト,oムメンタッテ,FAIL
hastier,hastier,ヘイスティアー,ハスティエ,FAIL
puce,puce,ピュース,プエ,FAIL
disciple,dɪsajˈpʌl,ディサイプル,ディサイパル,FAIL
ahem,ahem,アヘム,アヘム,PASS
baffle,bæˈfʌl,バッフル,バファル,FAIL
rampancy,rampancy,ランパンシー,ランパンイ,FAIL
anthropologist's,æˌnθɹʌpɑˈlʌʤʌst'ɛˈs,アンソロポロジストゥズ,アンスラッポラッジャストエス,FAIL
metres,miˈtɚz,ミーターズ,ミッターズ,FAIL
immanency,immanency,イマナンシイ,イムマネンイ,FAIL
biopsies,bajˈɑpsiz,バイオプシイズ,バイアップシズ,FAIL
issued,ɪˈʃud,イシュード,イッシュッド,FAIL
gorki,gɔˈɹki,ゴーリキイ,ゴーキー,FAIL
egotistic,egotistic,エゴティスティック,エゴッティスティ,FAIL
garage,gɚɑˈʒ,ガラージ,ガーアジュ,FAIL
slighted,slajˈtɪd,スライティド,スライティッド,FAIL
permeated,pɚˈmiejˌtɪd,パーミエイティド,パーミエイティッド,FAIL
prefectural,pɹifɛˈkʧɚʌl,プリフェクチュラル,プリフェックチャーアル,FAIL
thesaurus,θʌsɔˈɹʌs,シソーラス,サソラス,FAIL
logitec,logitec,ロジテック,ロギッテ,FAIL
voracity,vɚæˈsʌti,ボラシティー,ヴァーアサッティー,FAIL
converses,kɑˈnvɚsʌz,コンバーシズ,コンヴァーサズ,FAIL
demographic,dɛˌmʌgɹæˈfɪk,デモグラフィック,デマグラフィック,FAIL
porching,porching,ポーチング,ポヒング,FAIL
convergence,kʌnvɚˈʤʌns,コンヴァージェンス,コンヴァージャンス,FAIL
privileged,pɹɪˈvlʌʤd,プリビレッジド,プリブラッジド,FAIL
wood,wʊˈd,ウッド,ウッド,PASS
teared,teared,ティアード,テアレッド,FAIL
apprize,apprize,アプライズ,アッププリゼ,FAIL
cfile,cfile,シイファイル,フィレ,FAIL
tiptoe,tɪˈptowˌ,ティップトウ,ティップトー,FAIL
position,pʌzɪˈʃʌn,ポジション,パジッシャン,FAIL
ternary,ternary,ターナリー,テナイ,FAIL
vaudois,vaudois,ボードワー,ヴァウッドイス,FAIL
maggot,mæˈgʌt,マゴット,マガット,FAIL
teaser,tiˈzɚ,ティーザー,ティザー,FAIL
eluded,ɪluˈdɪd,イリューディド,イルッディッド,FAIL
placemat,plejˈsmæˌt,プレイスマット,プレイスマット,PASS
nuts,nʌˈts,ナッツ,ナツ,FAIL
blazon,blazon,ブレイゾン,ブラゾン,FAIL
factious,factious,ファクシャス,ファティoウス,FAIL
protestor,protestor,プロテスター,プロッテスト,FAIL
discipline,dɪˈsʌplʌn,ディシプリン,ディサップラン,FAIL
shiah,ʃiˈʌ,シーア,シア,FAIL
alveola,alveola,アルヴィーアラ,アルヴェoラ,FAIL
curing,kjʊˈɹɪŋ,キュアリング,キュリング,FAIL
crinkled,crinkled,クリンクルド,リンクレッド,FAIL
fixer,fɪˈksɚ,フィクサー,フィックサー,FAIL
phiz,phiz,フィズ,プヒズ,FAIL
fisubr,fisubr,エフアイサブアール,フィスブ,FAIL
humored,hjuˈmɚd,ヒューモアド,ヒュマード,FAIL
redressed,redressed,リドゥレスト,レッドレスセッド,FAIL
stout,stawˈt,スタウト,スタート,FAIL
steven,stiˈvʌn,スティーブン,スティヴァン,FAIL
branded,bɹæˈndɪd,ブランディド,ブランディッド,FAIL
grumpiest,grumpiest,グランピエスト,グルンピエスト,FAIL
lafaye,lafaye,ラファイ,ラファイェ,FAIL
harvester,hɑˈɹvʌstɚ,ハーベスター,ハーヴァスター,FAIL
hooer,hooer,フーアー,ホoエ,FAIL
fnop,fnop,エフノップ,フノップ,FAIL
albino,ælbajˈnowˌ,アルバイノウ,アルバイノー,FAIL
touchy,tʌˈʧi,タッチー,タッチー,PASS
bified,bified,バイファイド,ビフィエッド,FAIL
brussel,bɹʌˈsʌl,ブラスル,ブラサル,FAIL
caging,caging,ケイジング,アギング,FAIL
steamer,stiˈmɚ,スティーマー,スティマー,FAIL
ticking,tɪˈkɪŋ,ティッキング,ティッキング,PASS
iconoclastic,ajˌkʌnʌklæˈstɪk,アイコノクラスティック,アイカナックラスティック,FAIL
alexandria,æˌlʌgzæˈndɹiʌ,アレクサンドゥリア,アラグザンドリア,FAIL
lob,lɑˈb,ロブ,ロブ,PASS
specialist,spɛˈʃʌlʌst,スペシャリスト,スペッシャラスト,FAIL
perimmysium,perimmysium,ペリミシウム,ペリムムイシウム,FAIL
recur,ɹɪkɚˈ,リカー,リッカー,FAIL
reductive,reductive,リダクティブ,レッドゥティヴェ,FAIL
dissipation,dɪˌsɪpejˈʃʌn,ディシペイション,ディシッペイシャン,FAIL
gelatin,ʤɛˈlʌtʌn,ジェラティン,ジェラッタン,FAIL
semster,semster,セムスター,セムステ,FAIL
he,hiˈ,ヒー,ヒー,PASS
rem,ɹɛˈm,レム,レム,PASS
nutritional,nutɹɪˈʃʌnʌl,ニュートゥリショナル,ヌットリッシャナル,FAIL
fortuneteller,fortuneteller,フォーチュンテラー,フォトゥネッテルレ,FAIL
perambulator,perambulator,パランビュレイター,ペランブラット,FAIL
tadashi,tɑˌdɑˈʃi,タダシ,タッダッシー,FAIL
glamis,glamis,グラームス,グラミス,FAIL
dermatologist,dɚˌmʌtɑˈlʌʤɪst,ダーマトロジスト,ダーマットラッジスト,FAIL
stellar,stɛˈlɚ,ステラー,ステラー,PASS
transplantable,transplantable,トゥランスプランタブル,トランスプランタブレ,FAIL
bugaboo,bʌˈgʌbuˌ,バガブー,バガブ,FAIL
dinosaur,dajˈnʌsɔˌɹ,ダイノソア,ダイナソー,FAIL
weightiest,weightiest,ウェイティエスト,ウェイグフティエスト,FAIL
stratification,stratification,ストゥラティフィケイション,ストラッティフィアッティoン,FAIL
pleaded,pliˈdʌd,プリーディド,プリッダッド,FAIL
rivulet,rivulet,リビュレット,リヴレット,FAIL
hunston,hunston,ハンストン,フンストン,FAIL
facilitates,fʌsɪˈlʌtejˌts,ファシリテイツ,ファシラッテイツ,FAIL
favourable,favourable,フェイヴァラブル,ファヴォウラブレ,FAIL
provided,pɹʌvajˈdʌd,プロヴァイディド,プラヴァイダッド,FAIL
ignition,ɪgnɪˈʃʌn,イグニション,イグニッシャン,FAIL
titanosaur,titanosaur,ティタノソア,ティッタノサウ,FAIL
rollicking,ɹɑˈlɪkɪŋ,ロリッキング,ロリッキング,PASS
intonated,intonated,イントネイティド,イントナッテッド,FAIL
young,jʌˈŋ,ヤング,ヤング,PASS
induration,induration,インデュレイション,インドゥラッティoン,FAIL
otolith,otolith,オウタリス,oットリットフ,FAIL
furlong,fɚˈlɔˌŋ,ファーロング,ファーロング,PASS
nifp,nifp,ニフピー,ニフプ,FAIL
hatch,hæˈʧ,ハッチ,ハッチ,PASS
ator,ɑˈtɔɹ,エイター,アットー,FAIL
agonies,æˈgʌniz,アゴニーズ,アガニズ,FAIL
deliberative,dɪlɪˈbɚejˌtɪv,ディリバレイティヴ,ディリバーエイティブ,FAIL
bossiness,bossiness,ボシネス,ボスシネスス,FAIL
analyzer,æˈnʌlajˌzɚ,アナライザー,アナライザー,PASS
extrude,ɪkstɹuˈd,イクストゥルード,イックストルッド,FAIL
sanitarian,sanitarian,サニテイリアン,サニッタリアン,FAIL
reeky,reeky,リーキー,レエックイ,FAIL
mudslinging,mʌˈdslɪˌŋɪŋ,マッドゥスリンギング,マッドスリンギング,FAIL
projecting,pɹʌʤɛˈktɪŋ,プロジェクティング,プラッジェックティング,FAIL
title,tajˈtʌl,タイトゥル,タイタル,FAIL
cranial,kɹejˈnjʌl,クレイニアル,クレイニャル,FAIL
adriatic,ejˌdɹiæˈtɪk,エイドゥリアティック,エイドリアッティック,FAIL
digipeat,digipeat,ディジピート,ディギッペアット,FAIL
thymine,thymine,サイミーン,トフイミネ,FAIL
aboutdialog,aboutdialog,アバウトゥダイアログ,アボウットディアログ,FAIL
meserve,mɛˈsɚv,メサーブ,メサーブ,PASS
tokyo,towˈkiowˌ,トウキョウ,トーキオー,FAIL
traumatising,traumatising,トゥローマタイジング,トラウマッティシング,FAIL
correspondingly,kɔˌɹʌspɑˈndɪŋli,コレスポンディングリイ,コラスポンディングリー,FAIL
fib,fib,フィブ,フィブ,PASS
epicardium,epicardium,エピカーディアム,エッピアディウム,FAIL
doonesbury,duˈnzbɛˌɹi,ヅーンズベリー,ドゥンズベリー,FAIL
sagital,sagital,サジタル,サギッタル,FAIL
toll,towˈl,トール,トール,PASS
endues,endues,エンデューズ,エンドゥエス,FAIL
swept,swɛˈpt,スェプト,スウェップト,FAIL
reinfection,reinfection,リインフェクション,レインフェティoン,FAIL
tenderness,tɛˈndɚnʌs,テンダネス,テンダーナス,FAIL
conok,conok,コノク,oノック,FAIL
tepee,tepee,ティーピー,テッペエ,FAIL
betted,betted,ベッティド,ベットテッド,FAIL
ploy,plɔjˈ,プロイ,プロイ,PASS
hypodermic,hajˌpʌdɚˈmɪk,ハイポダーミク,ハイパッダーミック,FAIL
slow,slowˈ,スロウ,スロー,FAIL
customed,customed,カスタムド,ウストメッド,FAIL
pertain,pɚtejˈn,パーテイン,パーテイン,PASS
crash,kɹæˈʃ,クラッシュ,クラッシュ,PASS
consecution,consecution,コンシキューション,oンセウッティoン,FAIL
ululation,ululation,アリュレイション,ウルラッティoン,FAIL
clad,klæˈd,クラッド,クラッド,PASS
susceptible,sʌsɛˈptʌbʌl,サセプティブル,サセップタバル,FAIL
hem,hɛˈm,ヘム,ヘム,PASS
brentwood,bɹɛˈntwʊˌd,ブレントゥウッド,ブレントウッド,FAIL
corrupting,kɚʌˈptɪŋ,コラプティング,カーアップティング,FAIL
darth,dɑˈɹθ,ダース,ダース,PASS
dyes,dajˈz,ダイズ,ダイズ,PASS
membrane,mɛˈmbɹejˌn,メンブレイン,メンブレイン,PASS
pamphlet,pæˈmflʌt,パンフレット,パムフラット,FAIL
quittner,quittner,クイットナー,ウイットトネ,FAIL
blanche,blæˈnʧ,ブランチ,ブランチ,PASS
angola,æŋgowˈlʌ,アンゴラ,アングゴーラ,FAIL
mere,mɪˈɹ,ミアー,ミー,FAIL
pith,pɪˈθ,ピス,ピス,PASS
osteoblasts,osteoblasts,オステオブラスツ,oステoブラスツ,FAIL
implicates,ɪˈmplɪkejˌts,インプリケイツ,インプリッケイツ,FAIL
shopping,ʃɑˈpɪŋ,ショッピング,ショッピング,PASS
caldron,caldron,コールドゥロン,アルドロン,FAIL
moping,mowˈpɪŋ,モウピング,モーピング,FAIL
frustrates,fɹʌˈstɹejˌts,フラストゥレイツ,フラストレイツ,FAIL
memorabilias,memorabilias,メマラビリアズ,メモラビリアス,FAIL
tarriffville,tarriffville,ターリフヴァイル,タリフフヴィルレ,FAIL
windowsxp,windowsxp,ウィンドウズエックスピー,ウィンドースプ,FAIL
frisson,frisson,フリーソン,フリスソン,FAIL
cincinnatti,cincinnatti,シンシナティー,インインナットティー,FAIL
debris,dʌbɹiˈ,ディブリー,ダブリー,FAIL
staph,stæˈf,スタッフ,スタフ,FAIL
tap,tæˈp,タップ,タップ,PASS
disp,disp,ディスプ,ディスプ,PASS
proxy,pɹɑˈksi,プロクシー,プロックシー,FAIL
enogh,enogh,イナフ,エノグフ,FAIL
sherry,ʃɛˈɹi,シェリー,シェリー,PASS
learn,lɚˈn,ラーン,ラーン,PASS
tenant,tɛˈnʌnt,テナント,テナント,PASS
pharmacist,fɑˈɹmʌsɪst,ファーマシスト,ファーマシスト,PASS
jesperson,ʤɛˈspɚsʌn,ジェスパーソン,ジェスパーサン,FAIL
nightly,najˈtli,ナイトゥリイ,ナイトリー,FAIL
sadovskaya,sadovskaya,サドフスカヤ,サッドブスカヤ,FAIL
gorging,gorging,ゴージング,ゴギング,FAIL
dies,dajˈz,ダイズ,ダイズ,PASS
aromour,aromour,アーマー,アロモウ,FAIL
moister,moister,モイスター,モイステ,FAIL
cofferdam,cofferdam,コファーダム,oフフェダム,FAIL
browses,browses,ブラウジズ,ブローセス,FAIL
dracula,dɹæˈkjulʌ,ドゥラキュラ,ドラキュラ,FAIL
wodge,wodge,ウッジ,ウォッドゲ,FAIL
blithest,blithest,ブライゼスト,ブリットヘスト,FAIL
demanding,dɪmæˈndɪŋ,ディマンディング,ディマンディング,PASS
morose,mɚowˈs,モロウス,マーオース,FAIL
bonnichsen,bonnichsen,ボニクセン,ボンニフセン,FAIL
spudded,spudded,スパッディド,スプッドデッド,FAIL
shapen,shapen,シェイプン,スハッペン,FAIL
ovarian,owvɛˈɹiʌn,オバリアン,オーヴェリアン,FAIL
soarly,soarly,ソアリー,ソアルイ,FAIL
spined,spined,スパインド,スピネッド,FAIL
acetaminophen,ʌsiˌtʌmɪˈnʌfʌn,アセタミノーフェン,アシッタミナファン,FAIL
sanctifies,sanctifies,サンクティファイズ,サンティフィエス,FAIL
omfax,omfax,オーエムファックス,oムファ,FAIL
normotensive,normotensive,ノウモテンシブ,ノモッテンシヴェ,FAIL
compacting,compacting,コンパクティング,oンパティング,FAIL
pump,pʌˈmp,パンプ,パンプ,PASS
ancillary,æˈnsʌlɛˌɹi,アンシラリー,アンサレリー,FAIL
likud,lɪˈkʌd,リクード,リッカッド,FAIL
rabies,ɹejˈbiz,ラビーズ,レイビズ,FAIL
bangkok,bæŋkɑˈk,バンコック,バンコック,PASS
cauterized,kɔˈtɚajzd,コーテライズド,コッターアイズド,FAIL
owe,owˈ,オウ,オー,FAIL
ensconce,ɪnskɑˈns,エンスコンス,インスコンス,FAIL
expropriated,ɛkspɹowˈpɹiejˌtɪd,エクスプロプリエイティド,エックスプロープリエイティッド,FAIL
